,PID,SeqID,Title,Artist
635,3553,71,POWER,Kanye West
636,3553,72,Stronger,Kanye West
637,3553,73,Don't Mind,Kent Jones
638,3553,74,Really Really,Kevin Gates
639,3553,75,Time For That,Kevin Gates
640,3553,76,Be Real,Kid Ink
641,3553,77,Body Language,Kid Ink
642,3553,78,Bossin' Up,Kid Ink
643,3553,79,Hell & Back,Kid Ink
644,3553,80,Main Chick,Kid Ink
645,3553,81,Promise,Kid Ink
646,3553,82,Show Me,Kid Ink
647,3553,83,Strip That Down,Liam Payne
648,3553,84,Overload,Life of Dillon
649,3553,85,Seven Million (feat,Lil Uzi Vert
650,3553,86,The Way Life Goes (feat,Lil Uzi Vert
651,3553,87,You Was Right,Lil Uzi Vert
652,3553,88,Interlude,Lil Wayne
653,3553,89,Right Above It,Lil Wayne
654,3553,90,1-800-273-8255,Logic
655,3553,91,Bounce,Logic
656,3553,92,The Show Goes On,Lupe Fiasco
657,3553,93,Donald Trump,Mac Miller
658,3553,94,Smile Back,Mac Miller
659,3553,95,Wild Boy,Machine Gun Kelly
660,3553,96,Don't Wanna Know (feat,Maroon 5
661,3553,97,Levels,Meek Mill
662,3553,98,Bad and Boujee (feat,Migos
663,3553,99,I Took A Pill In Ibiza - Seeb Remix,Mike Posner
664,3553,100,Movie,Mike Stud
665,3553,101,The Fix (feat,Nelly
666,3553,102,In Your Arms,Nico & Vinz
667,3553,103,Cut It (feat,O.T. Genasis
668,3553,104,Touchdown,O.T. Genasis
669,3553,105,Post To Be (feat,Omarion
670,3553,106,Black Beatles,Rae Sremmurd
671,3553,107,Come Get Her,Rae Sremmurd
672,3553,108,No Type,Rae Sremmurd
673,3553,109,Safe Sex Pay Checks,Rae Sremmurd
674,3553,110,Tapout,Rich Gang
675,3553,111,Red Nose,Sage The Gemini
676,3553,112,Man Of The Year,ScHoolboy Q
677,3553,113,Studio,ScHoolboy Q
678,3553,114,Beat It,Sean Kingston
679,3553,115,Anything U Want (feat,Sevyn Streeter
680,3553,116,Stitches,Shawn Mendes
681,3553,117,So High (feat,Slim Thug
682,3553,118,Boneless,Steve Aoki
683,3553,119,Up Down (Do This All Day),T-Pain
684,3553,120,Ball (feat,T.I.
685,3553,121,No Mediocre,T.I.
686,3553,122,Whatever You Like,T.I.
687,3553,123,Closer,The Chainsmokers
688,3553,124,Don't Let Me Down,The Chainsmokers
689,3553,125,Paris,The Chainsmokers
690,3553,126,Roses,The Chainsmokers
691,3553,127,Something Just Like This,The Chainsmokers
692,3553,128,Roll It Up,The Crystal Method
693,3553,129,Celebration,The Game
694,3553,130,Starboy,The Weeknd
695,3553,131,The Hills,The Weeknd
696,3553,132,I Choose U,Timeflies
697,3553,133,Once In a While,Timeflies
698,3553,134,Ride Like That,Travis Porter
699,3553,135,Antidote,Travis Scott
700,3553,136,Late Night (feat,Trey Songz
701,3553,137,Na Na,Trey Songz
702,3553,138,Dope,Tyga
703,3553,139,Faded,Tyga
704,3553,140,Get Loose,Tyga
705,3553,141,Switch Lanes,Tyga
706,3553,142,I Don't Mind,Usher
707,3553,143,Shut Up and Dance,WALK THE MOON
708,3553,144,Ass Drop,Wiz Khalifa
709,3553,145,Roll Up,Wiz Khalifa
710,3553,146,Say Yeah,Wiz Khalifa
711,3553,147,See You Again (feat,Wiz Khalifa
712,3553,148,We Dem Boyz,Wiz Khalifa
713,3553,149,"Work Hard, Play Hard",Wiz Khalifa
714,3553,150,You And Your Friends (feat,Wiz Khalifa
715,3553,151,In My Room (feat,Yellow Claw
716,3553,152,Moolah,Young Greatness
717,3553,153,Trophies,Young Money
718,3553,154,PILLOWTALK,ZAYN
719,357827,0,All I Want,A Day To Remember
720,357827,1,Passive,A Perfect Circle
721,357827,2,The Outsider,A Perfect Circle
722,357827,3,Doomsday,Atreyu
723,357827,4,When Two Are One,Atreyu
724,357827,5,Be Yourself,Audioslave
725,357827,6,I Am the Highway,Audioslave
726,357827,7,Sabotage,Beastie Boys
727,357827,8,So What'Cha Want,Beastie Boys
728,357827,9,I Stand Alone,Godsmack
729,357827,10,Pardon Me,Incubus
730,357827,11,Wish You Were Here,Incubus
731,357827,12,Break Stuff,Limp Bizkit
732,357827,13,Bleed It Out,Linkin Park
733,357827,14,Smells Like Teen Spirit,Nirvana
734,357827,15,Scars,Papa Roach
735,357827,16,Bulls On Parade,Rage Against The Machine
736,357827,17,Killing In The Name,Rage Against The Machine
737,357827,18,Sleep Now In the Fire,Rage Against The Machine
738,357827,19,Testify,Rage Against The Machine
739,357827,20,Hell Yeah,Rev Theory
740,357827,21,Give It All,Rise Against
741,357827,22,Injection,Rise Against
742,357827,23,Prayer Of The Refugee,Rise Against
743,357827,24,Savior,Rise Against
744,357827,25,Under The Knife,Rise Against
745,357827,26,Worth Dying For,Rise Against
746,357827,27,Before I Forget,Slipknot
747,357827,28,Wait And Bleed,Slipknot
748,357827,29,Fat Lip,Sum 41
749,357827,30,Over My Head (Better Off Dead),Sum 41
750,357827,31,Still Waiting,Sum 41
751,357827,32,The Hell Song,Sum 41
752,357827,33,Self Esteem,The Offspring
753,357827,34,The Kids Aren't Alright,The Offspring
754,44631,0,Amnesia,5 Seconds of Summer
755,44631,1,Say Something,A Great Big World
756,44631,2,All I Ask,Adele
757,44631,3,Chasing Pavements,Adele
758,44631,4,Make You Feel My Love,Adele
759,44631,5,Set Fire to the Rain,Adele
760,44631,6,Someone Like You,Adele
761,44631,7,Turning Tables,Adele
762,44631,8,When We Were Young,Adele
763,44631,9,Faded,Alan Walker
764,44631,10,River Of Tears,Alessia Cara
765,44631,11,Heroes (we could be),Alesso
766,44631,12,If I Ain't Got You,Alicia Keys
767,44631,13,Back To Black,Amy Winehouse
768,44631,14,Burn,Andra Day
769,44631,15,Keep Your Head Up,Andy Grammer
770,44631,16,Almost Is Never Enough,Ariana Grande
771,44631,17,When You're Gone,Avril Lavigne
772,44631,18,The Thrill Is Gone,B.B. King
773,44631,19,Lighters,Bad Meets Evil
774,44631,20,Grenade,Bruno Mars
775,44631,21,It Will Rain,Bruno Mars
776,44631,22,When I Was Your Man,Bruno Mars
777,44631,23,A Thousand Years,Christina Perri
778,44631,24,human,Christina Perri
779,44631,25,Jar of Hearts,Christina Perri
780,44631,26,Try,Colbie Caillat
781,44631,27,Fix You,Coldplay
782,44631,28,The Scientist,Coldplay
783,44631,29,Faded,Conor Maynard
784,44631,30,Skyscraper,Demi Lovato
785,44631,31,Stone Cold,Demi Lovato
786,44631,32,Warrior,Demi Lovato
787,44631,33,I Need A Doctor,Dr. Dre
788,44631,34,Photograph,Ed Sheeran
789,44631,35,The A Team,Ed Sheeran
790,44631,36,Thinking Out Loud,Ed Sheeran
791,44631,37,Love The Way You Lie,Eminem
792,44631,38,Miss Movin' On,Fifth Harmony
793,44631,39,Island,Florida Georgia Line
794,44631,40,Remember The Name (feat,Fort Minor
795,44631,41,Sorry,Halsey
796,44631,42,Let It Go,James Bay
797,44631,43,I Won't Give Up,Jason Mraz
798,44631,44,Holy Grail,JAY Z
799,44631,45,Purpose,Justin Bieber
800,44631,46,The One That Got Away,Katy Perry
801,44631,47,Unconditionally,Katy Perry
802,44631,48,Because of You,Kelly Clarkson
803,44631,49,All I Want,Kodaline
804,44631,50,Beneath Your Beautiful,Labrinth
805,44631,51,Million Reasons,Lady Gaga
806,44631,52,Doin' Fine,Lauren Alaina
807,44631,53,Bleeding Love,Leona Lewis
808,44631,54,Battle Scars,Lupe Fiasco
809,44631,55,The Climb,Miley Cyrus
810,44631,56,Suspicious,Olivia Olson
811,44631,57,History,One Direction
812,44631,58,Little Things,One Direction
813,44631,59,Night Changes,One Direction
814,44631,60,Story of My Life,One Direction
815,44631,61,Apologize,OneRepublic
816,44631,62,If I Lose Myself,OneRepublic
817,44631,63,Let Her Go,Passenger
818,44631,64,"Gone, Gone, Gone",Phillip Phillips
819,44631,65,Take A Bow - Main,Rihanna
820,44631,66,Break Up In A Small Town,Sam Hunt
821,44631,67,I'm Not The Only One,Sam Smith
822,44631,68,Lay Me Down,Sam Smith
823,44631,69,Stay With Me,Sam Smith
824,44631,70,The Heart Wants What It Wants,Selena Gomez
825,44631,71,A Little Too Much,Shawn Mendes
826,44631,72,Life Of The Party,Shawn Mendes
827,44631,73,Never Be Alone,Shawn Mendes
828,44631,74,The Weight,Shawn Mendes
829,44631,75,Chasing Cars,Snow Patrol
830,44631,76,Where Is The Love?,The Black Eyed Peas
831,44631,77,How to Save a Life,The Fray
832,44631,78,You Found Me,The Fray
833,44631,79,Mr Sandman,The Puppini Sisters
834,44631,80,Breakeven,The Script
835,44631,81,For the First Time,The Script
836,44631,82,Hall of Fame,The Script
837,44631,83,I Was Made For Loving You,Tori Kelly
838,44631,84,Habits (Stay High),Tove Lo
839,44631,85,Unsteady,X Ambassadors
840,44631,86,Uncover,Zara Larsson
841,454776,0,Man in the Box,Alice In Chains
842,454776,1,Rooster,Alice In Chains
843,454776,2,Cochise,Audioslave
844,454776,3,I Am the Highway,Audioslave
845,454776,4,Like a Stone,Audioslave
846,454776,5,Show Me How to Live,Audioslave
847,454776,6,Bat Country,Avenged Sevenfold
848,454776,7,No Rain,Blind Melon
849,454776,8,The Red,Chevelle
850,454776,9,96 Quite Bitter Beings,CKY
851,454776,10,(Rock) Superstar,Cypress Hill
852,454776,11,Down With the Sickness,Disturbed
853,454776,12,Bodies,Drowning Pool
854,454776,13,Epic,Faith No More
855,454776,14,Bad Company,Five Finger Death Punch
856,454776,15,Welcome To The Jungle,Guns N' Roses
857,454776,16,All Along the Watchtower,Jimi Hendrix
858,454776,17,Purple Haze,Jimi Hendrix
859,454776,18,Holy Diver,Killswitch Engage
860,454776,19,All In the Family,Korn
861,454776,20,Falling Away from Me,Korn
862,454776,21,Got the Life,Korn
863,454776,22,Right Now,Korn
864,454776,23,Twist,Korn
865,454776,24,Y'all Want a Single,Korn
866,454776,25,Good Times Bad Times,Led Zeppelin
867,454776,26,Immigrant Song,Led Zeppelin
868,454776,27,Ramble On,Led Zeppelin
869,454776,28,Stairway To Heaven,Led Zeppelin
870,454776,29,Whole Lotta Love,Led Zeppelin
871,454776,30,Simple Man,Lynyrd Skynyrd
872,454776,31,The Beautiful People,Marilyn Manson
873,454776,32,Enter Sandman,Metallica
874,454776,33,Master Of Puppets,Metallica
875,454776,34,Nothing Else Matters,Metallica
876,454776,35,Ace of Spades,Motörhead
877,454776,36,Happy?,Mudvayne
878,454776,37,Closer,Nine Inch Nails
879,454776,38,The Hand That Feeds,Nine Inch Nails
880,454776,39,Walk,Pantera
881,454776,40,Last Resort,Papa Roach
882,454776,41,Misery Business,Paramore
883,454776,42,Still Into You,Paramore
884,454776,43,Even Flow,Pearl Jam
885,454776,44,Yellow Ledbetter,Pearl Jam
886,454776,45,When Worlds Collide,Powerman 5000
887,454776,46,Jerry Was A Race Car Driver,Primus
888,454776,47,No One Knows,Queens of the Stone Age
889,454776,48,Creep,Radiohead
890,454776,49,Bulls On Parade,Rage Against The Machine
891,454776,50,Guerrilla Radio,Rage Against The Machine
892,454776,51,Killing In The Name,Rage Against The Machine
893,454776,52,Renegades Of Funk,Rage Against The Machine
894,454776,53,Testify,Rage Against The Machine
895,454776,54,The Devil Strikes Again,Rage
896,454776,55,Du hast,Rammstein
897,454776,56,Suck My Kiss,Red Hot Chili Peppers
898,454776,57,Dragula,Rob Zombie
899,454776,58,Back From the Dead,Skillet
900,454776,59,Duality,Slipknot
901,454776,60,Wait And Bleed,Slipknot
902,454776,61,Born To Be Wild,Steppenwolf
903,454776,62,Creep,Stone Temple Pilots
904,454776,63,Interstate Love Song,Stone Temple Pilots
905,454776,64,Chop Suey!,System Of A Down
906,454776,65,Forest,System Of A Down
907,454776,66,Toxicity,System Of A Down
908,454776,67,Howlin' For You,The Black Keys
909,454776,68,Louie Louie,The Kingsmen
910,454776,69,Sympathy For The Devil,The Rolling Stones
911,454776,70,Tumbling Dice,The Rolling Stones
912,454776,71,Bullet With Butterfly Wings,The Smashing Pumpkins
913,454776,72,Last Nite,The Strokes
914,454776,73,Reptilia,The Strokes
915,454776,74,Someday,The Strokes
916,454776,75,Meet Virginia,Train
917,454776,76,More Human Than Human,White Zombie
918,46146,0,They Don't Care About Us,Michael Jackson
919,46146,1,King For A Day,Pierce The Veil
920,46146,2,A Trophy Fathers Trophy Son,Sleeping With Sirens
921,46146,3,All My Heart,Sleeping With Sirens
922,46146,4,Dance Party,Sleeping With Sirens
923,46146,5,Do It Now Remember It Later,Sleeping With Sirens
924,46146,6,Don't Fall Asleep at the Helm,Sleeping With Sirens
925,46146,7,Fire,Sleeping With Sirens
926,46146,8,Four Corners and Two Sides,Sleeping With Sirens
927,46146,9,"If I'm James Dean, You're Audrey Hepburn",Sleeping With Sirens
928,46146,10,If You Can't Hang,Sleeping With Sirens
929,46146,11,"In Case of Emergency, Dial 411",Sleeping With Sirens
930,46146,12,Let Love Bleed Red,Sleeping With Sirens
931,46146,13,Let's Cheers To This,Sleeping With Sirens
932,46146,14,Postcards and Polaroids,Sleeping With Sirens
933,46146,15,Scene Five - With Ears To See and Eyes To Hear,Sleeping With Sirens
934,46146,16,Scene Four - Don't You Ever Forget About Me,Sleeping With Sirens
935,46146,17,Scene One - James Dean & Audrey Hepburn,Sleeping With Sirens
936,46146,18,Scene Three - Stomach Tied In Knots,Sleeping With Sirens
937,46146,19,Scene Two - Roger Rabbit,Sleeping With Sirens
938,46146,20,"Tally It Up, Settle The Score",Sleeping With Sirens
939,46146,21,The Bomb Dot Com V2,Sleeping With Sirens
940,46146,22,The Left Side of Everywhere,Sleeping With Sirens
941,46146,23,Who Are You Now,Sleeping With Sirens
942,46146,24,"With Ears to See, and Eyes to Hear",Sleeping With Sirens
943,46146,25,You Kill Me (In a Good Way),Sleeping With Sirens
944,51818,0,Glass in the park,Alex Turner
945,51818,1,Hiding tonight,Alex Turner
946,51818,2,It's hard to get around the wind,Alex Turner
947,51818,3,Stuck on the puzzle,Alex Turner
948,51818,4,Space Song,Beach House
949,51818,5,Sea of Love,Cat Power
950,51818,6,Hide,FKA twigs
951,51818,7,Plants And Worms,Girlpool
952,51818,8,Baby Blue,King Krule
953,51818,9,Another One,Mac Demarco
954,51818,10,Chamber Of Reflection,Mac Demarco
955,51818,11,European Vegas,Mac Demarco
956,51818,12,My Kind Of Woman,Mac Demarco
957,51818,13,Objects in the Mirror,Mac Miller
958,51818,14,Sleep Walk,Santo & Johnny
959,51818,15,salvia plath,Teen Suicide
960,51818,16,Asleep - 2011 Remastered Version,The Smiths
961,51818,17,Answer,"Tyler, The Creator"
962,597121,0,Empathy,Bassnectar
963,597121,1,Vava Voom,Bassnectar
964,597121,2,Embrace,Chase & Status
965,597121,3,A Brief Tutorial On Vip Production (Vip) - Vip,Dubba Jonny
966,597121,4,Got 2 Know,Flux Pavilion
967,597121,5,Gebrünn Gebrünn,Paul Kalkbrenner
968,597121,6,Disparate Youth,Santigold
969,597121,7,Bangarang (feat,Skrillex
970,597121,8,Kyoto (feat,Skrillex
971,597121,9,Scary Monsters And Nice Sprites,Skrillex
972,597121,10,Animus Vox,The Glitch Mob
973,597121,11,We Can Make The World Stop,The Glitch Mob
974,597121,12,Adrenaline,Zeds Dead
975,597121,13,In the Beginning,Zeds Dead
976,61723,0,Say Something,A Great Big World
977,61723,1,Hello,Adele
978,61723,2,Make You Feel My Love,Adele
979,61723,3,Someone Like You,Adele
980,61723,4,Heroes (we could be),Alesso
981,61723,5,Love Me Harder,Ariana Grande
982,61723,6,One Last Time,Ariana Grande
983,61723,7,Lighters,Bad Meets Evil
984,61723,8,When I Was Your Man,Bruno Mars
985,61723,9,Wherever You Will Go,Charlene Soraia
986,61723,10,Beautiful,Christina Aguilera
987,61723,11,A Thousand Years,Christina Perri
988,61723,12,A Sky Full of Stars,Coldplay
989,61723,13,The Scientist,Coldplay
990,61723,14,I Will Follow You Into The Dark,Death Cab for Cutie
991,61723,15,Skyscraper,Demi Lovato
992,61723,16,Stone Cold,Demi Lovato
993,61723,17,Thinking Out Loud,Ed Sheeran
994,61723,18,Feels Like Home,Edwina Hayes
995,61723,19,Can't Help Falling in Love,Elvis Presley
996,61723,20,My Immortal,Evanescence
997,61723,21,Keep Breathing,Ingrid Michaelson
998,61723,22,I Won't Give Up,Jason Mraz
999,61723,23,Somewhere Over The Rainbow,Katharine McPhee
1000,61723,24,Because of You,Kelly Clarkson
1001,61723,25,Since U Been Gone,Kelly Clarkson
1002,61723,26,Million Reasons,Lady Gaga
1003,61723,27,I Hope You Dance,Lee Ann Womack
1004,61723,28,My All,Mariah Carey
1005,61723,29,The Morning After,Meg Myers
1006,61723,30,Like I'm Gonna Lose You,Meghan Trainor
1007,61723,31,Let Her Go,Passenger
1008,61723,32,Prometiste,Pepe Aguilar
1009,61723,33,Dream,Priscilla Ahn
1010,61723,34,Hands of Time,Rachel Diggs
1011,61723,35,What Hurts The Most,Rascal Flatts
1012,61723,36,Unfaithful,Rihanna
1013,61723,37,Lost Boy,Ruth B.
1014,61723,38,I'm Not The Only One,Sam Smith
1015,61723,39,Lay Me Down,Sam Smith
1016,61723,40,Stay With Me,Sam Smith
1017,61723,41,Breathe Me,Sia
1018,61723,42,Chasing Cars,Snow Patrol
1019,61723,43,Crazy in Love,Sofia Karlberg
1020,61723,44,Cinderella,Steven Curtis Chapman
1021,61723,45,Crazier,Taylor Swift
1022,61723,46,How to Save a Life,The Fray
1023,61723,47,Earned It (Fifty Shades Of Grey),The Weeknd
1024,61723,48,I Have Nothing,Whitney Houston
1025,61723,49,I Will Always Love You,Whitney Houston
1026,61723,50,Heart Like Yours,Willamette Stone
1027,61723,51,See You Again (feat,Wiz Khalifa
1028,66889,0,Love in the Dark,Adele
1029,66889,1,Make You Feel My Love,Adele
1030,66889,2,And So It Goes,Billy Joel
1031,66889,3,It Will Rain,Bruno Mars
1032,66889,4,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion
1033,66889,5,Next To You,Chris Brown
1034,66889,6,Happier,Ed Sheeran
1035,66889,7,Mirrors,Justin Timberlake
1036,66889,8,Already Gone,Kelly Clarkson
1037,66889,9,When I Look At You,Miley Cyrus
1038,66889,10,Make Me (Cry),Noah Cyrus
1039,66889,11,You'll Be In My Heart,Phil Collins
1040,66889,12,Fake Plastic Trees,Radiohead
1041,66889,13,Lay Me Down,Sam Smith
1042,66889,14,How's It Going To Be,Third Eye Blind
1043,66889,15,Drops of Jupiter,Train
1044,66984,0,Fall In Love,Phantogram
1045,66984,1,Spectrum,Zedd
1046,6721,0,Hello,Adele
1047,6721,1,Stone Cold,Demi Lovato
1048,6721,2,Photograph,Ed Sheeran
1049,6721,3,All of Me,Jacob Whitesides
1050,6721,4,Let's Be Birds,Jacob Whitesides
1051,6721,5,Ohio,Jacob Whitesides
1052,6721,6,Love Yourself,Justin Bieber
1053,6721,7,Sorry,Justin Bieber
1054,6721,8,18,One Direction
1055,6721,9,I Want to Write You a Song,One Direction
1056,6721,10,Infinity,One Direction
1057,6721,11,No Control,One Direction
1058,6721,12,Perfect,One Direction
1059,6721,13,Locked Away,R. City
1060,6721,14,California King Bed,Rihanna
1061,6721,15,Promise,Romeo Santos
1062,6721,16,Eyes Wide Open,Sabrina Carpenter
1063,6721,17,Take Your Time,Sam Hunt
1064,6721,18,Good For You,Selena Gomez
1065,6721,19,Love Will Remember,Selena Gomez
1066,6721,20,Stitches,Shawn Mendes
1067,6721,21,See You Again (feat,Wiz Khalifa
1068,6721,22,iT's YoU,ZAYN
1069,6721,23,Replay,Zendaya
1070,67781,0,Say Something,A Great Big World
1071,67781,1,Hello,Adele
1072,67781,2,Someone Like You,Adele
1073,67781,3,Overdose,Alessia Cara
1074,67781,4,Heroes (we could be),Alesso
1075,67781,5,Little Do You Know,Alex & Sierra
1076,67781,6,Umbrella,All Time Low
1077,67781,7,So Alone,Anna Blue
1078,67781,8,The Difference Between Us,Avion Roe
1079,67781,9,Jumper,Bedlight for Blue Eyes
1080,67781,10,Idfc,blackbear
1081,67781,11,Hate Me,Blue October
1082,67781,12,You,Breaking Benjamin
1083,67781,13,When She Cries,Britt Nicole
1084,67781,14,Sweet Nothing,Calvin Harris
1085,67781,15,Tyrants,Catfish and the Bottlemen
1086,67781,16,A Thousand Years,Christina Perri
1087,67781,17,human,Christina Perri
1088,67781,18,Jar of Hearts,Christina Perri
1089,67781,19,Medicine,Daughter
1090,67781,20,Hide Away,Daya
1091,67781,21,I Will Follow You Into The Dark,Death Cab for Cutie
1092,67781,22,Warrior,Demi Lovato
1093,67781,23,Coming Home,Diddy - Dirty Money
1094,67781,24,Give Me Love,Ed Sheeran
1095,67781,25,The A Team,Ed Sheeran
1096,67781,26,"People Like Me, We Just Don't Play",Emarosa
1097,67781,27,My Immortal,Evanescence
1098,67781,28,The Show Must Go on Prt,Famous Last Words
1099,67781,29,Damage,Fit For Rivals
1100,67781,30,Drown,Front Porch Step
1101,67781,31,If I Tremble,Front Porch Step
1102,67781,32,Island of the Misfit Boy,Front Porch Step
1103,67781,33,Brother,Gerard Way
1104,67781,34,Tentacles,Ghost Town
1105,67781,35,"i hate u, i love u (feat",gnash
1106,67781,36,Wake Me Up When September Ends,Green Day
1107,67781,37,Kiss It Better,He Is We
1108,67781,38,Bullet,Hollywood Undead
1109,67781,39,Coming Back Down,Hollywood Undead
1110,67781,40,Demons,Imagine Dragons
1111,67781,41,American Love,Jack's Mannequin
1112,67781,42,I Won't Give Up,Jason Mraz
1113,67781,43,Love Yourself,Justin Bieber
1114,67781,44,Carry on Wayward Son,Kansas
1115,67781,45,Leave Out All The Rest,Linkin Park
1116,67781,46,Miserable At Best,Mayday Parade
1117,67781,47,Terrible Things,Mayday Parade
1118,67781,48,Monster (DotEXE Remix),Meg & Dia
1119,67781,49,Alphabet Boy,Melanie Martinez
1120,67781,50,Cake,Melanie Martinez
1121,67781,51,Carousel,Melanie Martinez
1122,67781,52,Cry Baby,Melanie Martinez
1123,67781,53,Dollhouse,Melanie Martinez
1124,67781,54,Mad Hatter,Melanie Martinez
1125,67781,55,Mrs,Melanie Martinez
1126,67781,56,Pacify Her,Melanie Martinez
1127,67781,57,Pity Party,Melanie Martinez
1128,67781,58,Play Date,Melanie Martinez
1129,67781,59,Sippy Cup,Melanie Martinez
1130,67781,60,Soap,Melanie Martinez
1131,67781,61,"Tag, you're it",Melanie Martinez
1132,67781,62,Teddy Bear,Melanie Martinez
1133,67781,63,Training Wheels,Melanie Martinez
1134,67781,64,Disenchanted,My Chemical Romance
1135,67781,65,Famous Last Words,My Chemical Romance
1136,67781,66,Helena,My Chemical Romance
1137,67781,67,Sleep,My Chemical Romance
1138,67781,68,The Ghost Of You,My Chemical Romance
1139,67781,69,The Kids From Yesterday,My Chemical Romance
1140,67781,70,The Only Hope For Me Is You,My Chemical Romance
1141,67781,71,Welcome to the Black Parade,My Chemical Romance
1142,67781,72,Trouble,Never Shout Never
1143,67781,73,When You Can't Sleep At Night,Of Mice & Men
1144,67781,74,Stockholm Syndrome,One Direction
1145,67781,75,"Build God, Then We'll Talk",Panic! At The Disco
1146,67781,76,But It's Better If You Do,Panic! At The Disco
1147,67781,77,Emperor's New Clothes,Panic! At The Disco
1148,67781,78,Girls Girls Boys,Panic! At The Disco
1149,67781,79,Lying Is The Most Fun A Girl Can Have Without Taking Her Clothes Off,Panic! At The Disco
1150,67781,80,Northern Downpour,Panic! At The Disco
1151,67781,81,Victorious,Panic! At The Disco
1152,67781,82,Last Resort,Papa Roach
1153,67781,83,Scars,Papa Roach
1154,67781,84,Misery Business,Paramore
1155,67781,85,Bulletproof Love,Pierce The Veil
1156,67781,86,Bulls In The Bronx,Pierce The Veil
1157,67781,87,Caraphernelia,Pierce The Veil
1158,67781,88,Chemical Kids and Mechanical Brides,Pierce The Veil
1159,67781,89,Disasterology,Pierce The Veil
1160,67781,90,Hell Above,Pierce The Veil
1161,67781,91,Hold On Till May,Pierce The Veil
1162,67781,92,I Don't Care If You're Contagious,Pierce The Veil
1163,67781,93,I'm Low On Gas And You Need A Jacket,Pierce The Veil
1164,67781,94,King For A Day,Pierce The Veil
1165,67781,95,Kissing in Cars (Bonus Track),Pierce The Veil
1166,67781,96,Stay Away From My Friends,Pierce The Veil
1167,67781,97,The Boy Who Could Fly,Pierce The Veil
1168,67781,98,The Divine Zero,Pierce The Veil
1169,67781,99,The Sky Under the Sea,Pierce The Veil
1170,67781,100,Yeah Boy and Doll Face,Pierce The Veil
1171,67781,101,Cut,Plumb
1172,67781,102,Invisible,Plumb
1173,67781,103,Fight Song,Rachel Platten
1174,67781,104,Creep,Radiohead
1175,67781,105,Lost Boy,Ruth B.
1176,67781,106,Lay Me Down,Sam Smith
1177,67781,107,Not In That Way,Sam Smith
1178,67781,108,Watch Me Bleed,Scary Kids Scaring Kids
1179,67781,109,Broken,Secondhand Serenade
1180,67781,110,Fall For You,Secondhand Serenade
1181,67781,111,Goodbye,Secondhand Serenade
1182,67781,112,"Stay Close, Don't Go",Secondhand Serenade
1183,67781,113,Why,Secondhand Serenade
1184,67781,114,Your Call,Secondhand Serenade
1185,67781,115,Broken,Seether
1186,67781,116,Like Suicide,Seether
1187,67781,117,My Disaster,Seether
1188,67781,118,Waste,Seether
1189,67781,119,Watch Me Drown,Seether
1190,67781,120,A Little Too Much,Shawn Mendes
1191,67781,121,Stitches,Shawn Mendes
1192,67781,122,Welcome To My Life,Simple Plan
1193,67781,123,Invisible,Skylar Grey
1194,67781,124,Words,Skylar Grey
1195,67781,125,Sweater Weather,Slaves
1196,67781,126,A Trophy Fathers Trophy Son,Sleeping With Sirens
1197,67781,127,Scene One - James Dean & Audrey Hepburn,Sleeping With Sirens
1198,67781,128,Scene Two - Roger Rabbit,Sleeping With Sirens
1199,67781,129,Chasing Cars,Snow Patrol
1200,67781,130,My Demons,Starset
1201,67781,131,Razorblades,Story Of The Year
1202,67781,132,Come Sail Away,Styx
1203,67781,133,Pieces,Sum 41
1204,67781,134,You Might Have Noticed,The Academy Is...
1205,67781,135,Straightjacket Feeling,The All-American Rejects
1206,67781,136,Iris,The Goo Goo Dolls
1207,67781,137,Whisper To The Clouds,The High Court
1208,67781,138,Afraid,The Neighbourhood
1209,67781,139,1979,The Smashing Pumpkins
1210,67781,140,Bulimic,The Used
1211,67781,141,I Hate Everything About You,Three Days Grace
1212,67781,142,Don't Jump,Tokio Hotel
1213,67781,143,Car Radio,Twenty One Pilots
1214,67781,144,Goner,Twenty One Pilots
1215,67781,145,Lane Boy,Twenty One Pilots
1216,67781,146,Ride,Twenty One Pilots
1217,67781,147,Tear In My Heart,Twenty One Pilots
1218,67781,148,The Pantaloon,Twenty One Pilots
1219,67781,149,Hope,We Came As Romans
1220,8570,0,Bentley Truck,2 Chainz
1221,8570,1,Big Amount,2 Chainz
1222,8570,2,Good Drank,2 Chainz
1223,8570,3,Smell Like Money,2 Chainz
1224,8570,4,Watch Out,2 Chainz
1225,8570,5,No Heart,21 Savage
1226,8570,6,24K Magic,Bruno Mars
1227,8570,7,Don't,Bryson Tiller
1228,8570,8,Exchange,Bryson Tiller
1229,8570,9,Sorry Not Sorry,Bryson Tiller
1230,8570,10,Bodak Yellow,Cardi B
1231,8570,11,No Problem (feat,Chance The Rapper
1232,8570,12,Redbone,Childish Gambino
1233,8570,13,Panda,Desiigner
1234,8570,14,For Free,DJ Khaled
1235,8570,15,Back To Back,Drake
1236,8570,16,Controlla,Drake
1237,8570,17,Fake Love,Drake
1238,8570,18,Know Yourself,Drake
1239,8570,19,One Dance,Drake
1240,8570,20,Too Good,Drake
1241,8570,21,All The Way Up (Remix),Fat Joe
1242,8570,22,All The Way Up,Fat Joe
1243,8570,23,Jugg (feat,Fetty Wap
1244,8570,24,Time (feat,Fetty Wap
1245,8570,25,Wake Up,Fetty Wap
